Kalınlık;Renk Değer;Kağıt Renk;Pres Plaka Yüzey;Melamin Pres Hatları;Max üst yoğ.kg/m3;Min. Orta. Kg/m3;Max alt yoğ.kg/m3;Üre Jel Süresi (Emprenye);Melamin Jel Süresi (Ceketleme);Sağ (%Reçine);Sağ (%Nem);Orta (%Reçine);Orta (%Nem);Sol (%Reçine);Sol (%Nem);Plaka Sıcaklıkları Min;Plaka Sıcaklıkları Max;Özgül Basınç Min;Özgül Basınç Max;Anlık Duruş;Ölü Zaman Minimum;Ölü Zaman Maximum;Presleme Süresi Min;Presleme Süresi Max
18;191;KAPLAN;GÖLGE;M5;983,2;534,8;897,6;4,02;6,77;65,09;7,393;62,04;6,02;63,3;6;155,9;170,8;29,24;43,86;58,05;12,88;22,52;23,89;38,14
18;191;KAPLAN;GÖLGE;M11;981,1;488,2;1026,1;5,42;6,26;63,35;7,862;63,04;7,45;65,9;6,9;170;215,6;26,46;59,83;53,67;12,32;21,86;27,65;31,97
18;191;KAPLAN;GÖLGE;M16;953,8;577,1;955,3;5,26;5,56;64,38;7,187;62,79;6,96;64,4;6,4;179,5;189,4;20,67;46,94;57,94;12,72;22,22;21,01;38,12
18;191;KAPLAN;GÖLGE;M17;942,5;545,8;1011,3;2,97;5,82;65,33;7,825;63,47;5,42;65,2;6,2;147,7;194,9;27,28;39,14;51,46;13,19;21,56;21,05;36,24
18;191;KAPLAN;GÖLGE;M15;997,6;524,3;1001,3;3,95;7,81;64,85;6,772;62,38;5,34;64;7;173,4;184,2;25,42;31,28;56,09;14,66;22,13;28,63;33,21
18;191;KAPLAN;GÖLGE;M6;935,6;579,8;939;4,44;5,3;62,41;6,762;63,75;5,76;65,1;7;144,5;203,2;25,94;34,34;53,85;12,03;22,61;23,13;34,93
18;191;KAPLAN;GÖLGE;M9;964,9;489,8;872,9;5,18;5,47;62,74;6,937;62,61;5,56;63,7;6,4;142,1;183,3;20,23;48,46;55,5;13,41;22,62;20,45;32,15
18;191;KAPLAN;GÖLGE;M3;904,6;546,1;993,5;5,47;2,82;63,74;7,128;63,2;5,22;64,1;6,9;186,8;160,9;22,91;49,77;51,71;12,88;21,22;26,23;33,94
18;191;KAPLAN;GÖLGE;M4;976,7;527,9;998,9;2,42;7,96;64,75;6,673;65,96;5,82;65,2;6;175;181;27,2;53,01;49,73;13,3;21,72;24,75;39,12
18;191;KAPLAN;GÖLGE;M14;898,6;510,3;983,2;3,66;3,4;62,71;6,986;65,99;6,84;63,5;6;163,8;203,5;28,24;57,62;47,82;12,79;21,36;26,94;34,05
18;191;KAPLAN;GÖLGE;M1;942,8;556,6;917,2;4,12;3,91;63,16;7,518;62,01;6,81;65,4;7;175,5;211,5;25,95;43,55;48,5;13,79;21,42;29,04;34,63
18;191;KAPLAN;GÖLGE;M2;972,5;496;999,4;2,75;5,94;63,71;6,843;65,45;7,11;64,4;6,6;162,1;161,2;23,87;33,44;48,19;13,14;21,78;25,33;31,91
18;191;KAPLAN;GÖLGE;M12;997,6;520,4;954;5,2;6,55;65,65;6,96;64,49;5,83;64,5;6,5;169,6;205,1;24,11;56,39;49,82;14,7;21,97;21,23;39,58
18;191;KAPLAN;GÖLGE;M13;994,3;485;1024,5;4,07;6,08;65,2;6,87;62,39;5,13;64,9;6,5;183,1;184,1;27,22;63,14;53,15;14,36;21,04;20,77;34,98
18;191;KAPLAN;GÖLGE;M7;944,2;585,2;883,2;2,92;3,43;65,54;7,175;65,57;6,25;66;6,5;160,4;172,4;21,28;62,29;56,89;14,38;21;21,86;36,8
18;191;KAPLAN;GÖLGE;M8;919,2;514,5;997,8;2,83;5,12;62,73;6,818;63,69;6,67;66;6,8;173,2;191;27,22;61,72;54,07;13,91;22,81;22,28;36,15
18;191;KAPLAN;GÖLGE;M10;939,9;586;970,4;5,13;7,53;64,76;7,482;64,89;6,73;65,3;6,3;159,2;219;26,92;54,71;58,51;12,43;22,82;25,57;37,43
18;191;KAPLAN;GÖLGE;M5;907,8;525,1;914;2,43;4,03;65,15;7,618;64,54;6,72;63,1;6,1;176,8;192,5;24,66;50,47;59,58;12,86;21,43;27,76;34,81
18;191;KAPLAN;GÖLGE;M11;1013,8;535,8;986,4;5,5;6,13;62,98;6,588;65,54;7,45;63,5;6,9;189,5;180,2;28,95;50,86;48,25;14,7;21,34;27,36;36,27
18;191;KAPLAN;GÖLGE;M16;976,6;577,5;943,9;4,67;7,77;62,91;7,805;64,97;5,17;64,6;6,2;170,2;187,3;25,82;45,78;47,69;12,27;21,47;27,97;35,58
18;191;KAPLAN;GÖLGE;M17;930,5;496,1;906,9;3,94;7,74;65,64;6,579;63,9;5,89;63,7;6,5;156,9;219,8;26,29;49,25;45,69;12;22,26;22,22;33
18;191;KAPLAN;GÖLGE;M15;1002,1;546,3;872,9;4,1;5,81;63,56;7,376;62,71;7,46;63,5;6,1;161,4;171,8;28,24;50,82;56,34;13,7;22,09;29,75;35,02
18;191;KAPLAN;GÖLGE;M6;884,4;561,1;1027,3;4,53;5,26;66,72;6,37;62,6;7,03;65,2;7;149,1;209,4;24,94;49,24;58,63;14,42;21,74;22,14;39,12
18;191;KAPLAN;GÖLGE;M9;958;580,7;939,7;2,53;6,53;62,44;7,678;64,29;6,28;63,7;6,6;153,4;198,3;28,63;39,36;46,2;13,37;22,36;24,91;39,23
18;191;KAPLAN;GÖLGE;M3;968,7;513,1;895,2;5,49;4,67;65,56;7,496;63,23;6,66;63,1;6;160,3;208,1;20,36;62,99;46,95;12,89;21,64;28,94;34,89
18;191;KAPLAN;GÖLGE;M4;998;524,3;1018,5;2,8;7,97;65,54;7,299;64,79;7,9;63,6;7;174,6;150,1;21,52;54,43;46,04;14,81;22,13;21,1;31,28
18;191;KAPLAN;GÖLGE;M14;962,6;538,2;905,2;2,86;7,78;66,37;7,511;64,97;7,86;64,5;6,1;141,3;198,7;24,34;55,33;58,38;12,28;22,83;26,7;34,12
18;191;KAPLAN;GÖLGE;M1;909,6;571,4;927,8;5,22;5,66;62,33;7,014;65,91;6,18;63;6,3;151,5;189,3;29,76;58,56;55,55;12,36;21,15;21,5;38,9
18;191;KAPLAN;GÖLGE;M2;961,5;499,1;875,4;5,46;8,11;63,58;7,077;64,97;5,47;65,9;6;175,2;200,4;23,47;53,85;50,37;13,32;22,96;25,01;31,37
18;191;KAPLAN;GÖLGE;M12;991,7;536,2;957,5;3,06;6,05;65,29;6,896;62,02;7,63;64,3;6,6;166,1;213;28,67;36,12;59,49;12,42;22,51;25,65;33,6
18;191;KAPLAN;GÖLGE;M13;882,5;494;973,7;5,26;7,32;63,09;7,842;62,87;5,95;64,1;6,3;167,6;177,2;22,1;36,73;45,76;12,78;21,03;23,75;39,4
18;191;KAPLAN;GÖLGE;M7;962,6;512,8;966,6;2,68;5,12;63,14;7,447;63,45;7,9;64,5;6,6;160;207,8;21,02;39,91;47,19;14,23;22,13;23,05;37,09
18;191;KAPLAN;GÖLGE;M8;917,9;512,8;959,7;5,08;7,89;65,95;7,863;64,46;6,47;65,9;6,4;164,9;207,7;23,43;53,77;55,16;14,13;22,97;26,69;36,08
18;191;KAPLAN;GÖLGE;M10;880,1;501,3;966,9;2,91;8;66,73;7,105;62,88;6,74;63,7;6,3;184,6;156,2;24,78;60,44;56,35;14,19;22,03;24,25;32,9
18;191;KAPLAN;GÖLGE;M5;894,8;561;878,7;3,94;6,18;62,35;7,206;62,7;7,44;63,5;6,5;166,6;189,3;25,65;51,42;57,54;12,71;22,78;24,38;31,28
18;191;KAPLAN;GÖLGE;M11;915,8;580,3;994,7;2,88;7,28;63,41;7,401;65,95;5,07;63,8;6,6;167,7;156,9;21,89;35,78;45,7;13,71;21,35;26,25;36,55
18;191;KAPLAN;GÖLGE;M16;910,3;523;1020,4;2,57;3,81;62,49;6,483;65,6;7,73;64,7;6,7;164,5;157,7;27,68;41,99;53,9;12,29;22,11;29,27;37,39
18;191;KAPLAN;GÖLGE;M17;1013;554,5;906,4;2,53;7,96;62,93;7,111;63,25;6,16;63,1;6,2;179,3;174,1;28,83;35,98;57,98;14,24;22,35;21,31;31,12
18;191;KAPLAN;GÖLGE;M15;884,9;587,3;993,3;3,04;5,44;65,56;7,141;64,28;6,22;64,4;6,8;149,1;214,9;20,31;43,88;46,75;14,5;22,68;29,12;33,52
18;191;KAPLAN;GÖLGE;M6;1011,2;555,4;917,9;2,78;4,91;63,7;7,734;63,05;6,42;65,5;6;169,5;198,7;29,31;35,56;54,06;12,74;21,29;26,8;39,69
18;191;KAPLAN;GÖLGE;M9;993,5;518,7;889;5,05;7,69;62,5;7,504;64,71;7,7;64,8;6,9;165,1;192,5;23,48;57,67;55;13,6;21,98;22,12;39,45
18;191;KAPLAN;GÖLGE;M3;944,5;489,8;940,7;3,08;5,65;64,5;6,401;63,17;7,97;65;6,7;159,5;155,1;27,51;40,17;52,41;12,27;22,56;24,12;38,73
18;191;KAPLAN;GÖLGE;M4;942;526,5;922,7;3,06;3,48;65,13;6,755;62,56;5,77;63,6;6,9;180,4;153;28,14;43,69;46,07;14,07;22,07;28,07;37,38
18;191;KAPLAN;GÖLGE;M14;1002,6;574,5;935,7;3,44;3,34;63,74;7,498;64,16;5,74;64,6;6,7;186,1;191,2;20,11;32,95;57,47;14,47;22,24;24,06;38,03
18;191;KAPLAN;GÖLGE;M1;899,1;530,2;957;3,44;6,06;66;6,59;65,89;7,45;64;7;166,6;190,3;22,93;41,39;54,48;12,88;21,18;24,09;33,52
18;191;KAPLAN;GÖLGE;M2;878,9;564,9;1013,7;2,9;3,01;65;6,883;65,82;7,41;64,2;6,3;186,4;152,1;22,92;41,71;57,54;12,33;22,07;21,9;38,63
18;191;KAPLAN;GÖLGE;M12;887,6;519,9;1008,5;4,45;3,75;63,65;7,416;65,45;7,9;64,5;6,5;162,1;176,5;24,69;41,68;52,38;12,01;22,15;21,66;38,07
18;191;KAPLAN;GÖLGE;M13;894,3;548,4;979,8;3,51;5,17;66,37;7,05;62,88;5,33;63,7;6,3;182,4;170,7;22,4;47,38;56,26;15;22,72;26,95;32,34
18;191;KAPLAN;GÖLGE;M7;980,7;585,3;890,7;3,25;5,05;63,31;6,864;62,68;7,95;63,9;6,5;156,8;182,6;25,17;43,11;57,52;14,26;21,4;25,47;38,14
18;191;KAPLAN;GÖLGE;M8;922,7;507,8;1000,7;5,33;3,32;62,72;7,58;65,16;7,14;63,8;6,1;157,6;171,3;28,82;55,17;46,09;14,5;22,11;26,33;32,09
18;191;KAPLAN;GÖLGE;M10;991,3;486,1;962,5;4,26;6,27;64,47;6,45;65,16;7,07;64,5;6,1;161,2;212,9;28,38;62,62;59,39;14,73;21,55;29,77;37,68
18;191;KAPLAN;GÖLGE;M5;912,1;584,5;890,4;2,94;3,74;62,39;7,473;65,03;6,15;65;6,9;182,6;215,8;26,26;40,8;47,4;13,2;21,16;29,63;32,62
18;191;KAPLAN;GÖLGE;M11;951,2;573,6;970,8;3,71;6,44;64,65;7,567;65,86;7,07;65,4;6,6;157,7;206,1;25,3;35,59;49,32;14,9;21,75;23,34;34,08
18;191;KAPLAN;GÖLGE;M16;913,8;491,4;970;3,26;3,09;66,52;6,788;64,52;7,44;65,1;6,6;180,9;206,6;24,98;34,64;45,2;14,33;22,2;23,51;32,97
18;191;KAPLAN;GÖLGE;M17;954,8;509,4;935,6;4,43;7,83;64,64;7,691;63,58;5,91;63,8;6,7;182,4;193,7;20,12;54,62;54,25;14,34;21,63;24,42;36,18
18;191;KAPLAN;GÖLGE;M15;986;586,6;970,2;4,8;2,87;65,85;6,834;65,82;7,04;65,6;6,1;175,5;199,2;24,21;32,82;57,3;12,94;22,19;24,85;38,29
18;191;KAPLAN;GÖLGE;M6;951,3;543;926,9;3,32;6,85;62,31;6,694;63,7;6,25;65,4;6,8;162,6;214,6;20,07;59,74;53,09;14,02;22,51;21,37;39,92
18;191;KAPLAN;GÖLGE;M9;939,2;577,5;997,9;5,31;2,52;65,96;6,629;64,3;7,32;63,3;6,5;167,3;163,1;29,61;38,26;45,14;13,59;21,14;28,86;34,91
18;191;KAPLAN;GÖLGE;M3;1010;557,4;890,8;3,14;3,72;65,46;7,785;62,14;5,21;64,9;6,5;167,7;216,8;23,56;44,08;52,09;12,56;21,75;27,37;36,19
18;191;KAPLAN;GÖLGE;M4;980,8;499,8;1010,1;4,77;5,58;63,16;6,678;65,72;6,48;63;6,9;187,3;176,6;28,3;62,27;45,74;14,23;21,74;28,87;38,09
18;191;KAPLAN;GÖLGE;M14;935,7;525,6;983,9;4,96;3,19;63,24;7,194;62,9;7,79;65,9;6,9;158;168,9;20,64;39,86;48,36;14,79;22,68;21,5;31,71
18;191;KAPLAN;GÖLGE;M1;982,2;557,7;927,9;2,83;4,35;64,53;6,632;63,26;5,98;63,5;6,3;187,5;204,5;23,82;61,25;48,69;13,46;22,45;21,47;39,32
18;191;KAPLAN;GÖLGE;M2;890,3;584,8;878,9;5,48;6,26;64,06;6,516;63,38;7,49;65,5;6,6;184,6;158,1;27,69;63,29;50,28;13,06;21,55;24;39,43
18;191;KAPLAN;GÖLGE;M12;877,5;576;895;4,69;7,87;64,79;6,92;63,1;5,94;63,1;6,7;182,5;200,8;24,27;61,49;57,52;14,72;22,07;29,48;37,46
18;191;KAPLAN;GÖLGE;M13;916,5;570,7;882,9;2,53;5,03;64,62;6,626;62,83;7,09;64,4;6,5;163,4;198,2;29,7;52,08;45,2;13,73;22,03;25,08;36,29
18;191;KAPLAN;GÖLGE;M7;910;588,3;969,7;3,52;7,07;66,46;7,282;62,45;6,91;63,4;6;159,2;151,9;26,72;33,84;59,3;14,34;22,6;23,84;31,88
18;191;KAPLAN;GÖLGE;M8;1003,1;492,8;1019,8;3,72;8,14;64,15;7,095;63,49;7,52;63,3;6,9;179,5;195,3;23,32;43,11;59,84;12,22;22,59;28,23;36,29
18;191;KAPLAN;GÖLGE;M10;1016,7;571,8;984,6;4,5;5,2;65,36;7,218;62,06;5,63;65,7;6,4;159,2;160,4;20,88;39,6;46,12;13,27;21,83;27,22;32,42
18;191;KAPLAN;GÖLGE;M5;1012,2;579;912,2;2,59;8,12;66,59;6,495;63,53;6,34;65,7;7;186,8;181,8;20,19;31,94;59,21;13,2;22,63;29,53;32,74
18;191;KAPLAN;GÖLGE;M11;1007,8;488,8;909,6;3,32;2,86;63,25;7,056;62,62;5,68;63,8;6,3;142,1;158,5;20,34;58,63;57,78;12,51;22,41;21,36;39,62
18;191;KAPLAN;GÖLGE;M16;883,3;504;1024,4;2,79;3,82;66,42;7,386;64,64;6,13;65,5;6,2;180,2;211,7;20,44;42,66;49,63;14,46;21,66;26,95;37,64
18;191;KAPLAN;GÖLGE;M17;867,5;486,3;887,8;5,24;6,21;64,19;7,133;64,31;6,79;65,4;6,8;167,9;198,4;27,87;50,37;45,86;14,21;21,31;20,88;35,3
18;191;KAPLAN;GÖLGE;M15;915,6;570,6;911,2;4,04;4,75;64,7;7,785;65,07;5,43;64,6;6,2;187,1;152;26,97;31,45;51,43;13,93;21,36;26,12;35,52
18;191;KAPLAN;GÖLGE;M6;1003,3;573,8;999,2;4,33;3,15;64,45;6,853;65,73;6,47;64,9;6,1;180,3;198,3;26,48;37,91;59,97;13,46;22,71;27,78;39,99
18;191;KAPLAN;GÖLGE;M9;895,5;509,9;922,8;3,06;2,56;62,5;7,821;64,4;5,61;65,4;6,3;158,3;213,4;29,18;34,04;47,34;14,34;21,85;27,78;33,97
18;191;KAPLAN;GÖLGE;M3;980,8;528,6;947,4;5,04;5,02;62,94;7,306;63,76;6,42;65,2;7;147,6;169,9;22,11;33,03;56,53;13,56;21,85;27,2;34,65
18;191;KAPLAN;GÖLGE;M4;910,5;534,5;995,1;5,24;5,71;65,58;6,717;64,94;5,66;64;6,3;176,8;193,7;28,02;52,4;55,81;14,03;21,91;25,85;32,55
18;191;KAPLAN;GÖLGE;M14;997,7;492,3;954,5;4,01;3,53;66,28;7,357;65,73;6,7;65,8;7;143,8;172,8;25,15;47,5;59,91;12,08;22,85;28,52;37,76
18;191;KAPLAN;GÖLGE;M1;956,6;513,9;951,5;3,47;6,63;63,32;7,537;64,29;7,67;63,6;6,8;158;203,5;28,23;32,17;59,42;12,95;21,11;20,21;33,91
18;191;KAPLAN;GÖLGE;M2;937,9;532,7;886,4;3,88;6,54;62,72;7,543;64,37;5,26;65,3;6,5;151,6;215,9;27,66;59,69;56,44;13,09;21,34;27,66;33,27
18;191;KAPLAN;GÖLGE;M12;976,5;581;907,6;4,02;4,37;64,51;6,773;62,63;7,7;65,7;6,6;183,5;173,6;20,99;58,03;52,23;14,72;21,41;22,09;31,62
18;191;KAPLAN;GÖLGE;M13;908,6;503,7;946,2;4,66;5,88;62,71;6,748;63,4;6,06;65,4;6;172,7;199;21,35;37,36;50,67;14,41;22,29;24,47;33,36
18;191;KAPLAN;GÖLGE;M7;994,5;516,2;1026,3;3,01;4,71;63,27;6,781;65,53;6,94;64,8;6,7;174,8;173,1;29,24;62,32;56,99;14,84;22,3;28,99;35,65
18;191;KAPLAN;GÖLGE;M8;889,2;539,4;876,9;2,81;5,77;63,5;6,479;64,86;7,15;63,4;6,5;173,3;154,7;20,39;53,7;47,78;12,81;21,74;22,56;36,39
18;191;KAPLAN;GÖLGE;M10;885,9;553,4;893,9;2,58;4,08;62,5;6,94;63,73;5,63;65,8;6,7;155,9;187;28,79;40,22;53,41;14,06;21,62;23,39;37,38
18;191;KAPLAN;GÖLGE;M5;956,7;519,6;871,5;3,73;4,16;62,72;7,476;64,93;6,39;65,7;6,5;156,4;179,8;23,69;54,76;52,24;13,84;21,18;28,68;37
18;191;KAPLAN;GÖLGE;M11;952,1;568,5;965,4;2,53;7,71;62,64;7,031;65,15;7,73;63,3;6,1;146,1;167,7;20,48;43,54;59,1;12,6;21,64;25,55;32,65
18;191;KAPLAN;GÖLGE;M16;1017,9;541,6;994,2;3,18;7,26;64,9;6,751;63,94;6,4;64,2;7;154,7;187,8;23,02;51,96;58,91;12,28;22,1;29,76;38,28
18;191;KAPLAN;GÖLGE;M17;1010,9;504,2;1001,7;4,23;8,12;65,39;7,125;63,9;7,14;65;6,1;154,5;196;25,14;54,18;54,63;13,39;21,73;21,27;36,79
18;191;KAPLAN;GÖLGE;M15;948,2;563,8;994,4;4,18;4,68;63,79;7,738;64,05;5,09;64,3;6,1;156,8;183,2;21,15;62,77;52,47;13,09;21,86;26,7;32,55
18;191;KAPLAN;GÖLGE;M6;891,1;558,3;920,8;3,15;3,44;62,74;7,202;62,64;7,35;65,9;6,7;166,6;201,1;23,76;31,69;55,65;14,17;22,48;29,34;31,97
18;191;KAPLAN;GÖLGE;M9;874,6;563,1;927,9;5,39;4,71;62,5;6,801;64,43;7,95;64,7;6,4;156,5;207,2;28,68;54,63;54,19;13,78;21,04;25,44;37,9
18;191;KAPLAN;GÖLGE;M3;1005,6;552,4;955,2;5,13;3,72;64,33;7,26;63,37;7,5;63,9;6,2;165,4;194;24,76;61,16;51,86;13,04;21,89;27,5;38,57
18;191;KAPLAN;GÖLGE;M4;1005,7;522,9;907,3;4,84;6,38;65,36;6,783;63,74;6,68;65,8;6,7;142,2;162,3;20,69;30,56;54,29;12,24;22,12;27,13;32,7
18;191;KAPLAN;GÖLGE;M14;894;517,4;969,2;5,27;4,3;66,56;7,41;65,03;7;64,3;6,5;180;214,6;27,95;59,09;50,37;14,1;21,75;21,06;36,39
18;191;KAPLAN;GÖLGE;M1;881,7;565,3;883,5;2,71;7,35;64,1;7,053;63,39;5,41;65,4;6,7;189,4;185,6;21,35;61,35;47,33;13,66;22,63;22,94;39,79
18;191;KAPLAN;GÖLGE;M2;871,6;500,8;994,6;5,33;7,12;62,63;6,866;62,85;7,19;65,3;6,1;171,8;208,6;27,93;39,12;55,49;13,07;21,01;27,69;33,13
18;191;KAPLAN;GÖLGE;M12;967,1;572;980,6;2,75;7,58;65,35;6,402;64,54;5,57;65;6;188,5;212,8;21,02;58,85;49,47;12,98;22,91;22,91;38
18;191;KAPLAN;GÖLGE;M13;910,7;498;952,2;2,74;2,69;62,9;7,634;62,37;5,15;63,4;6,8;161;159,9;21,12;63,28;45,75;13,6;21,13;20,61;37,74
18;191;KAPLAN;GÖLGE;M7;930,3;587,3;963,6;3,77;5,97;63,94;7,667;65,21;6,11;65,7;6,9;186,7;157,8;23,68;54,06;46,62;12,02;21,09;21,27;38,64
18;191;KAPLAN;GÖLGE;M8;910,7;570,4;904,7;5,1;5,81;65,02;7,65;63,44;7,26;63,1;6,1;183,3;198,2;20,49;38,29;54,91;13,33;22,93;26,64;33,41
18;191;KAPLAN;GÖLGE;M10;880,1;534,1;916,2;5,08;2,87;65,88;7,617;65,25;7,27;65,4;6,3;163,7;152,7;23,39;63,6;46,3;12,19;21,95;27,76;34,98
18;191;KAPLAN;GÖLGE;M5;967,5;588,5;1024,5;5;7,24;62,67;7,741;65,48;5,9;64,3;6,7;165,7;162,9;22,85;58,81;46,77;14,54;21,91;28,85;36,22
18;191;KAPLAN;GÖLGE;M11;978,3;519,3;975,7;2,91;4,91;66,36;7,491;62,63;6,01;64,3;6,4;157,9;185,7;22,79;32,78;49,49;13,28;22,52;23,69;33,43
18;191;KAPLAN;GÖLGE;M16;994,6;550,7;876,7;4,88;5,98;65,06;7,785;64,05;6,87;63,2;6,1;148,1;154,2;27,18;34,17;53,25;14,63;21,73;21,97;33,57
18;191;KAPLAN;GÖLGE;M17;1002,9;575,6;946,7;4,58;8,02;62,58;7,409;64,49;6,05;64,5;7;148,1;171,5;21,66;64,71;56,95;13,54;21,57;28,82;35,71
18;191;KAPLAN;GÖLGE;M15;923,1;529,5;899,1;3,64;3,34;65,66;6,58;65,07;5,45;65,3;6,9;188;191,9;21,48;33,58;55,99;13,17;22,64;22,46;34,92
18;191;KAPLAN;GÖLGE;M6;893,9;536,1;918,1;4,7;2,84;62,92;7,65;63,39;5,03;64,7;6,6;152,9;210,1;26;58,92;53,02;14,84;22,6;29,02;39,65
18;191;KAPLAN;GÖLGE;M9;981,7;504,3;899,2;3,08;2,78;63,02;7,416;63,26;5,25;64,1;6,6;148,9;189,5;28,36;30,25;48,68;12,89;22,28;29,84;39,7
18;191;KAPLAN;GÖLGE;M3;899,5;508,8;929,2;4,83;2,65;64,05;7,036;65,61;5,61;64,7;7;179,2;213,2;20,9;58,4;47,67;14,96;22,14;25,87;33,85
18;191;KAPLAN;GÖLGE;M4;954,1;513,9;873,8;4,36;6,12;65,28;6,971;64,63;5,59;65,2;6,2;172,3;169,3;29,12;34;47,69;14,92;21,41;26,14;32,19
18;191;KAPLAN;GÖLGE;M14;946,7;547,3;932,5;4,96;3,2;65,41;6,752;65,56;6,9;63,5;6,7;180;173,5;21,77;64,74;53,79;13,8;21,79;23,38;37,07
18;191;KAPLAN;GÖLGE;M1;881,3;546,6;924,7;2,68;4,74;62,73;6,418;64,2;8;63,6;7;172,7;176,7;21,76;30,03;58,25;13,08;21,76;24,15;37,22
18;191;KAPLAN;GÖLGE;M2;944,3;528,2;880,4;4,47;5,64;62,84;7,699;63,11;6,75;63,2;6,9;166,5;197;26,69;60,33;46,09;12,72;22,43;26,16;38,12
18;191;KAPLAN;GÖLGE;M12;873,1;561,2;958,5;4,82;5,67;62,25;6,403;62,71;7,47;64,4;6,7;178,9;154,1;26,54;64,65;52,63;13;22,21;29,05;39,16
18;191;KAPLAN;GÖLGE;M13;908,8;586,4;995,1;3,11;4,26;66,77;6,584;63,97;6,04;63,8;6,9;173,7;168,7;29,98;34,02;46,72;13,76;22,67;25,66;32,42
18;191;KAPLAN;GÖLGE;M7;991,6;501,4;999,4;3,38;4,12;65,84;7,751;62,01;5,42;63,3;6,3;184,5;150,6;24,58;57,23;59,96;14,83;21,38;26,62;34,52
18;191;KAPLAN;GÖLGE;M8;901,7;574,8;967,3;2,52;5,96;62,65;7,469;64,46;5,7;63,7;6,7;141;200,6;28,47;48,51;50,65;12,91;22,26;28,44;36,26
18;191;KAPLAN;GÖLGE;M10;961,7;562,6;929,5;3,47;6,99;63,25;6,653;63,26;6,26;65,6;6,3;149,5;151,2;26,88;38,37;51,9;12,09;21,12;25,12;32,25
18;191;KAPLAN;GÖLGE;M5;925,4;520,7;975;4,42;5,24;63,36;7,476;62,17;7,51;64;6,4;142;172,7;27,38;33,67;59,35;12,11;21,75;25,7;38,84
18;191;KAPLAN;GÖLGE;M11;870,4;576,8;1009,9;4,74;4,79;65,95;7,678;62,59;7,27;65,6;6,9;176,1;154,7;20,26;49,97;56,55;12,96;21,15;27,2;39,88
18;191;KAPLAN;GÖLGE;M16;950,1;558,6;908,7;5,22;7,86;62,27;6,947;63,39;5,4;64,5;6,9;182,2;156,2;26,8;45,61;50,26;12,31;22,68;22,64;36,99
18;191;KAPLAN;GÖLGE;M17;972,6;557,8;1009,9;4,34;6,79;66,52;7,69;63,89;5,12;64,1;6,3;184,4;152,1;27,66;58,99;50,66;12,53;22,25;23,21;35,25
18;191;KAPLAN;GÖLGE;M15;931,4;539,7;905;4,24;5,47;65,1;7,432;65,01;7,47;63,8;6,6;163,4;200,8;27,25;34,85;57,6;14,81;21,39;28,74;36,48
18;191;KAPLAN;GÖLGE;M6;933,1;488,1;933,7;5,13;4,45;62,62;7,007;62,67;7,79;65,2;6,7;183,4;218,9;26,39;42,16;58,37;12,58;21,08;20,1;36,93
18;191;KAPLAN;GÖLGE;M9;916,4;510,8;888,8;3,5;8;63,91;7,863;64,01;7,48;63,8;6,7;175;176,2;28,13;32,25;47,05;12,17;22,14;29,26;39,74
18;191;KAPLAN;GÖLGE;M3;962,2;573,5;963,2;5,41;3,27;62,11;7,241;65,73;7,73;63,2;6,6;160,3;188,3;28,13;57,3;49,43;12,84;21,89;20,72;34,85
18;191;KAPLAN;GÖLGE;M4;959,3;585,7;1014,6;3,76;7,58;66,78;6,822;65,45;7,08;64,3;6,7;159,1;196,1;21,99;64,39;52,14;13,42;21,05;21,85;35,05
18;191;KAPLAN;GÖLGE;M14;990,4;588,8;926,5;4,2;7,97;64,15;7,574;64,01;7;63,5;6,6;179,9;174,7;22,1;37,2;54,2;13,58;22,84;29,07;40
18;191;KAPLAN;GÖLGE;M1;895,5;494,6;876,1;4,13;4,14;62,04;7,7;63,46;7,27;65,4;6,2;177,3;215,8;23,48;36,08;54,57;13,2;22,73;26,79;39,32
18;191;KAPLAN;GÖLGE;M2;964,1;575;999,1;4,09;6,59;64,83;7,444;65,5;5,67;63;6,9;176,8;176,3;28,28;47,38;56,85;13,35;22,41;28,35;31,17
18;191;KAPLAN;GÖLGE;M12;975,1;525,5;995,2;4,91;5,38;64,2;6,446;65,12;7,93;64,4;6;169,8;219,4;28,06;39,74;50,58;13,19;22,61;20,34;38,98
18;191;KAPLAN;GÖLGE;M13;958;513,5;913,3;4,88;6,65;63,3;7,561;63,2;5,55;63,9;6,3;159,7;199,5;27,36;40,54;46,11;14,35;22,21;28,97;31,56
18;191;KAPLAN;GÖLGE;M7;1009;491,3;922,7;2,72;6,03;62,75;7,786;62,45;7,58;63,4;6,3;151,5;189;25,88;45,48;57,27;14,89;22;21,33;31,23
18;191;KAPLAN;GÖLGE;M8;976,3;556,4;946,5;3,12;5,24;63,1;7,317;65,55;6,72;64,6;6,9;167,6;190,2;24,27;37,62;56,01;12,41;21,95;25,71;32,59
18;191;KAPLAN;GÖLGE;M10;928,3;516,2;1004,3;2,89;2,93;66,33;7,866;65,55;5,19;64,9;6,7;173,9;213,4;22,39;31,82;46,38;14,11;22,11;24,96;31,57
18;191;KAPLAN;GÖLGE;M5;998,8;514;899,7;4,42;5,03;65,29;6,476;62,59;6,03;65,5;7;184,2;182,1;27,4;40,63;47,47;14,27;21,69;23,36;38,42
